state_po,county_name,candidate,party,candidatevotes,totalvotes
AL,AUTAUGA,JOSEPH R BIDEN JR,DEMOCRAT,7503,27770
AL,AUTAUGA,OTHER,OTHER,429,27770
AL,AUTAUGA,DONALD J TRUMP,REPUBLICAN,19838,27770
AL,BALDWIN,JOSEPH R BIDEN JR,DEMOCRAT,24578,109679
AL,BALDWIN,OTHER,OTHER,1557,109679
AL,BALDWIN,DONALD J TRUMP,REPUBLICAN,83544,109679
AL,BARBOUR,JOSEPH R BIDEN JR,DEMOCRAT,4816,10518
AL,BARBOUR,OTHER,OTHER,80,10518
AL,BARBOUR,DONALD J TRUMP,REPUBLICAN,5622,10518
AL,BIBB,JOSEPH R BIDEN JR,DEMOCRAT,1986,9595
AL,BIBB,OTHER,OTHER,84,9595
AL,BIBB,DONALD J TRUMP,REPUBLICAN,7525,9595
AL,BLOUNT,JOSEPH R BIDEN JR,DEMOCRAT,2640,27588
AL,BLOUNT,OTHER,OTHER,237,27588
AL,BLOUNT,DONALD J TRUMP,REPUBLICAN,24711,27588
AL,BULLOCK,JOSEPH R BIDEN JR,DEMOCRAT,3446,4613
AL,BULLOCK,OTHER,OTHER,21,4613
AL,BULLOCK,DONALD J TRUMP,REPUBLICAN,1146,4613
AL,BUTLER,JOSEPH R BIDEN JR,DEMOCRAT,3965,9488
AL,BUTLER,OTHER,OTHER,65,9488
AL,BUTLER,DONALD J TRUMP,REPUBLICAN,5458,9488
AL,CALHOUN,JOSEPH R BIDEN JR,DEMOCRAT,15216,50983
AL,CALHOUN,OTHER,OTHER,666,50983
AL,CALHOUN,DONALD J TRUMP,REPUBLICAN,35101,50983
AL,CHAMBERS,JOSEPH R BIDEN JR,DEMOCRAT,6365,15284
AL,CHAMBERS,OTHER,OTHER,166,15284
AL,CHAMBERS,DONALD J TRUMP,REPUBLICAN,8753,15284
AL,CHEROKEE,JOSEPH R BIDEN JR,DEMOCRAT,1624,12301
AL,CHEROKEE,OTHER,OTHER,94,12301
AL,CHEROKEE,DONALD J TRUMP,REPUBLICAN,10583,12301
AL,CHILTON,JOSEPH R BIDEN JR,DEMOCRAT,3073,19310
AL,CHILTON,OTHER,OTHER,152,19310
AL,CHILTON,DONALD J TRUMP,REPUBLICAN,16085,19310
AL,CHOCTAW,JOSEPH R BIDEN JR,DEMOCRAT,3127,7464
AL,CHOCTAW,OTHER,OTHER,41,7464
AL,CHOCTAW,DONALD J TRUMP,REPUBLICAN,4296,7464
AL,CLARKE,JOSEPH R BIDEN JR,DEMOCRAT,5755,13135
AL,CLARKE,OTHER,OTHER,56,13135
AL,CLARKE,DONALD J TRUMP,REPUBLICAN,7324,13135
AL,CLAY,JOSEPH R BIDEN JR,DEMOCRAT,1267,6930
AL,CLAY,OTHER,OTHER,62,6930
AL,CLAY,DONALD J TRUMP,REPUBLICAN,5601,6930
AL,CLEBURNE,JOSEPH R BIDEN JR,DEMOCRAT,675,7227
AL,CLEBURNE,OTHER,OTHER,68,7227
AL,CLEBURNE,DONALD J TRUMP,REPUBLICAN,6484,7227
AL,COFFEE,JOSEPH R BIDEN JR,DEMOCRAT,5076,22275
AL,COFFEE,OTHER,OTHER,300,22275
AL,COFFEE,DONALD J TRUMP,REPUBLICAN,16899,22275
AL,COLBERT,JOSEPH R BIDEN JR,DEMOCRAT,8343,27886
AL,COLBERT,OTHER,OTHER,340,27886
AL,COLBERT,DONALD J TRUMP,REPUBLICAN,19203,27886
AL,CONECUH,JOSEPH R BIDEN JR,DEMOCRAT,2966,6441
AL,CONECUH,OTHER,OTHER,33,6441
AL,CONECUH,DONALD J TRUMP,REPUBLICAN,3442,6441
AL,COOSA,JOSEPH R BIDEN JR,DEMOCRAT,1796,5479
AL,COOSA,OTHER,OTHER,52,5479
AL,COOSA,DONALD J TRUMP,REPUBLICAN,3631,5479
AL,COVINGTON,JOSEPH R BIDEN JR,DEMOCRAT,2721,17430
AL,COVINGTON,OTHER,OTHER,123,17430
AL,COVINGTON,DONALD J TRUMP,REPUBLICAN,14586,17430
AL,CRENSHAW,JOSEPH R BIDEN JR,DEMOCRAT,1700,6617
AL,CRENSHAW,OTHER,OTHER,53,6617
AL,CRENSHAW,DONALD J TRUMP,REPUBLICAN,4864,6617
AL,CULLMAN,JOSEPH R BIDEN JR,DEMOCRAT,4478,41851
AL,CULLMAN,OTHER,OTHER,493,41851
AL,CULLMAN,DONALD J TRUMP,REPUBLICAN,36880,41851
AL,DALE,JOSEPH R BIDEN JR,DEMOCRAT,5170,19738
AL,DALE,OTHER,OTHER,265,19738
AL,DALE,DONALD J TRUMP,REPUBLICAN,14303,19738
AL,DALLAS,JOSEPH R BIDEN JR,DEMOCRAT,12230,17864
AL,DALLAS,OTHER,OTHER,110,17864
AL,DALLAS,DONALD J TRUMP,REPUBLICAN,5524,17864
AL,DEKALB,JOSEPH R BIDEN JR,DEMOCRAT,4281,29356
AL,DEKALB,OTHER,OTHER,308,29356
AL,DEKALB,DONALD J TRUMP,REPUBLICAN,24767,29356
AL,ELMORE,JOSEPH R BIDEN JR,DEMOCRAT,10367,41030
AL,ELMORE,OTHER,OTHER,499,41030
AL,ELMORE,DONALD J TRUMP,REPUBLICAN,30164,41030
AL,ESCAMBIA,JOSEPH R BIDEN JR,DEMOCRAT,4918,15910
AL,ESCAMBIA,OTHER,OTHER,123,15910
AL,ESCAMBIA,DONALD J TRUMP,REPUBLICAN,10869,15910
AL,ETOWAH,JOSEPH R BIDEN JR,DEMOCRAT,11567,47728
AL,ETOWAH,OTHER,OTHER,633,47728
AL,ETOWAH,DONALD J TRUMP,REPUBLICAN,35528,47728
AL,FAYETTE,JOSEPH R BIDEN JR,DEMOCRAT,1395,8766
AL,FAYETTE,OTHER,OTHER,71,8766
AL,FAYETTE,DONALD J TRUMP,REPUBLICAN,7300,8766
AL,FRANKLIN,JOSEPH R BIDEN JR,DEMOCRAT,2086,12578
AL,FRANKLIN,OTHER,OTHER,116,12578
AL,FRANKLIN,DONALD J TRUMP,REPUBLICAN,10376,12578
AL,GENEVA,JOSEPH R BIDEN JR,DEMOCRAT,1595,12545
AL,GENEVA,OTHER,OTHER,102,12545
AL,GENEVA,DONALD J TRUMP,REPUBLICAN,10848,12545
AL,GREENE,JOSEPH R BIDEN JR,DEMOCRAT,3884,4775
AL,GREENE,OTHER,OTHER,16,4775
AL,GREENE,DONALD J TRUMP,REPUBLICAN,875,4775
AL,HALE,JOSEPH R BIDEN JR,DEMOCRAT,4663,7900
AL,HALE,OTHER,OTHER,45,7900
AL,HALE,DONALD J TRUMP,REPUBLICAN,3192,7900
AL,HENRY,JOSEPH R BIDEN JR,DEMOCRAT,2606,9298
AL,HENRY,OTHER,OTHER,85,9298
AL,HENRY,DONALD J TRUMP,REPUBLICAN,6607,9298
AL,HOUSTON,JOSEPH R BIDEN JR,DEMOCRAT,12917,46173
AL,HOUSTON,OTHER,OTHER,638,46173
AL,HOUSTON,DONALD J TRUMP,REPUBLICAN,32618,46173
AL,JACKSON,JOSEPH R BIDEN JR,DEMOCRAT,3717,23636
AL,JACKSON,OTHER,OTHER,249,23636
AL,JACKSON,DONALD J TRUMP,REPUBLICAN,19670,23636
AL,JEFFERSON,JOSEPH R BIDEN JR,DEMOCRAT,181688,325848
AL,JEFFERSON,OTHER,OTHER,5317,325848
AL,JEFFERSON,DONALD J TRUMP,REPUBLICAN,138843,325848
AL,LAMAR,JOSEPH R BIDEN JR,DEMOCRAT,978,7193
AL,LAMAR,OTHER,OTHER,41,7193
AL,LAMAR,DONALD J TRUMP,REPUBLICAN,6174,7193
AL,LAUDERDALE,JOSEPH R BIDEN JR,DEMOCRAT,11915,44339
AL,LAUDERDALE,OTHER,OTHER,703,44339
AL,LAUDERDALE,DONALD J TRUMP,REPUBLICAN,31721,44339
AL,LAWRENCE,JOSEPH R BIDEN JR,DEMOCRAT,3562,16031
AL,LAWRENCE,OTHER,OTHER,147,16031
AL,LAWRENCE,DONALD J TRUMP,REPUBLICAN,12322,16031
AL,LEE,JOSEPH R BIDEN JR,DEMOCRAT,27860,71449
AL,LEE,OTHER,OTHER,1368,71449
AL,LEE,DONALD J TRUMP,REPUBLICAN,42221,71449
AL,LIMESTONE,JOSEPH R BIDEN JR,DEMOCRAT,13672,49235
AL,LIMESTONE,OTHER,OTHER,923,49235
AL,LIMESTONE,DONALD J TRUMP,REPUBLICAN,34640,49235
AL,LOWNDES,JOSEPH R BIDEN JR,DEMOCRAT,4972,6835
AL,LOWNDES,OTHER,OTHER,27,6835
AL,LOWNDES,DONALD J TRUMP,REPUBLICAN,1836,6835
AL,MACON,JOSEPH R BIDEN JR,DEMOCRAT,7108,8723
AL,MACON,OTHER,OTHER,74,8723
AL,MACON,DONALD J TRUMP,REPUBLICAN,1541,8723
AL,MADISON,JOSEPH R BIDEN JR,DEMOCRAT,87286,194767
AL,MADISON,OTHER,OTHER,4701,194767
AL,MADISON,DONALD J TRUMP,REPUBLICAN,102780,194767
AL,MARENGO,JOSEPH R BIDEN JR,DEMOCRAT,5488,10900
AL,MARENGO,OTHER,OTHER,69,10900
AL,MARENGO,DONALD J TRUMP,REPUBLICAN,5343,10900
AL,MARION,JOSEPH R BIDEN JR,DEMOCRAT,1463,13807
AL,MARION,OTHER,OTHER,139,13807
AL,MARION,DONALD J TRUMP,REPUBLICAN,12205,13807
AL,MARSHALL,JOSEPH R BIDEN JR,DEMOCRAT,5943,39655
AL,MARSHALL,OTHER,OTHER,521,39655
AL,MARSHALL,DONALD J TRUMP,REPUBLICAN,33191,39655
AL,MOBILE,JOSEPH R BIDEN JR,DEMOCRAT,79474,183164
AL,MOBILE,OTHER,OTHER,2447,183164
AL,MOBILE,DONALD J TRUMP,REPUBLICAN,101243,183164
AL,MONROE,JOSEPH R BIDEN JR,DEMOCRAT,4455,10668
AL,MONROE,OTHER,OTHER,66,10668
AL,MONROE,DONALD J TRUMP,REPUBLICAN,6147,10668
AL,MONTGOMERY,JOSEPH R BIDEN JR,DEMOCRAT,64529,99139
AL,MONTGOMERY,OTHER,OTHER,1299,99139
AL,MONTGOMERY,DONALD J TRUMP,REPUBLICAN,33311,99139
AL,MORGAN,JOSEPH R BIDEN JR,DEMOCRAT,13234,53722
AL,MORGAN,OTHER,OTHER,824,53722
AL,MORGAN,DONALD J TRUMP,REPUBLICAN,39664,53722
AL,PERRY,JOSEPH R BIDEN JR,DEMOCRAT,3860,5230
AL,PERRY,OTHER,OTHER,31,5230
AL,PERRY,DONALD J TRUMP,REPUBLICAN,1339,5230
AL,PICKENS,JOSEPH R BIDEN JR,DEMOCRAT,4022,9668
AL,PICKENS,OTHER,OTHER,52,9668
AL,PICKENS,DONALD J TRUMP,REPUBLICAN,5594,9668
AL,PIKE,JOSEPH R BIDEN JR,DEMOCRAT,5636,13841
AL,PIKE,OTHER,OTHER,163,13841
AL,PIKE,DONALD J TRUMP,REPUBLICAN,8042,13841
AL,RANDOLPH,JOSEPH R BIDEN JR,DEMOCRAT,2203,10837
AL,RANDOLPH,OTHER,OTHER,75,10837
AL,RANDOLPH,DONALD J TRUMP,REPUBLICAN,8559,10837
AL,RUSSELL,JOSEPH R BIDEN JR,DEMOCRAT,11228,21329
AL,RUSSELL,OTHER,OTHER,237,21329
AL,RUSSELL,DONALD J TRUMP,REPUBLICAN,9864,21329
AL,ST. CLAIR,JOSEPH R BIDEN JR,DEMOCRAT,7744,44441
AL,ST. CLAIR,OTHER,OTHER,531,44441
AL,ST. CLAIR,DONALD J TRUMP,REPUBLICAN,36166,44441
AL,SHELBY,JOSEPH R BIDEN JR,DEMOCRAT,33268,114950
AL,SHELBY,OTHER,OTHER,1982,114950
AL,SHELBY,DONALD J TRUMP,REPUBLICAN,79700,114950
AL,SUMTER,JOSEPH R BIDEN JR,DEMOCRAT,4648,6291
AL,SUMTER,OTHER,OTHER,45,6291
AL,SUMTER,DONALD J TRUMP,REPUBLICAN,1598,6291
AL,TALLADEGA,JOSEPH R BIDEN JR,DEMOCRAT,13138,35663
AL,TALLADEGA,OTHER,OTHER,290,35663
AL,TALLADEGA,DONALD J TRUMP,REPUBLICAN,22235,35663
AL,TALLAPOOSA,JOSEPH R BIDEN JR,DEMOCRAT,5859,20991
AL,TALLAPOOSA,OTHER,OTHER,169,20991
AL,TALLAPOOSA,DONALD J TRUMP,REPUBLICAN,14963,20991
AL,TUSCALOOSA,JOSEPH R BIDEN JR,DEMOCRAT,37765,90172
AL,TUSCALOOSA,OTHER,OTHER,1290,90172
AL,TUSCALOOSA,DONALD J TRUMP,REPUBLICAN,51117,90172
AL,WALKER,JOSEPH R BIDEN JR,DEMOCRAT,4834,31170
AL,WALKER,OTHER,OTHER,334,31170
AL,WALKER,DONALD J TRUMP,REPUBLICAN,26002,31170
AL,WASHINGTON,JOSEPH R BIDEN JR,DEMOCRAT,2258,8876
AL,WASHINGTON,OTHER,OTHER,54,8876
AL,WASHINGTON,DONALD J TRUMP,REPUBLICAN,6564,8876
AL,WILCOX,JOSEPH R BIDEN JR,DEMOCRAT,4048,5903
AL,WILCOX,OTHER,OTHER,22,5903
AL,WILCOX,DONALD J TRUMP,REPUBLICAN,1833,5903
AL,WINSTON,JOSEPH R BIDEN JR,DEMOCRAT,974,11284
AL,WINSTON,OTHER,OTHER,115,11284
AL,WINSTON,DONALD J TRUMP,REPUBLICAN,10195,11284
AK,DISTRICT 1,JOSEPH R BIDEN JR,DEMOCRAT,3477,7314
AK,DISTRICT 1,OTHER,GREEN,50,7314
AK,DISTRICT 1,JO JORGENSEN,LIBERTARIAN,216,7314
AK,DISTRICT 1,OTHER,OTHER,60,7314
AK,DISTRICT 1,DONALD J TRUMP,REPUBLICAN,3511,7314
AK,DISTRICT 2,JOSEPH R BIDEN JR,DEMOCRAT,2104,6136
AK,DISTRICT 2,OTHER,GREEN,30,6136
AK,DISTRICT 2,JO JORGENSEN,LIBERTARIAN,287,6136
AK,DISTRICT 2,OTHER,OTHER,41,6136
AK,DISTRICT 2,DONALD J TRUMP,REPUBLICAN,3674,6136
AK,DISTRICT 3,JOSEPH R BIDEN JR,DEMOCRAT,1903,8385
AK,DISTRICT 3,OTHER,GREEN,42,8385
AK,DISTRICT 3,JO JORGENSEN,LIBERTARIAN,316,8385
AK,DISTRICT 3,OTHER,OTHER,48,8385
AK,DISTRICT 3,DONALD J TRUMP,REPUBLICAN,6076,8385
AK,DISTRICT 4,JOSEPH R BIDEN JR,DEMOCRAT,5345,10511
AK,DISTRICT 4,OTHER,GREEN,93,10511
AK,DISTRICT 4,JO JORGENSEN,LIBERTARIAN,323,10511
AK,DISTRICT 4,OTHER,OTHER,60,10511
AK,DISTRICT 4,DONALD J TRUMP,REPUBLICAN,4690,10511
AK,DISTRICT 5,JOSEPH R BIDEN JR,DEMOCRAT,4204,8654
AK,DISTRICT 5,OTHER,GREEN,68,8654
AK,DISTRICT 5,JO JORGENSEN,LIBERTARIAN,259,8654
AK,DISTRICT 5,OTHER,OTHER,46,8654
AK,DISTRICT 5,DONALD J TRUMP,REPUBLICAN,4077,8654
AK,DISTRICT 6,JOSEPH R BIDEN JR,DEMOCRAT,3272,9460
AK,DISTRICT 6,OTHER,GREEN,83,9460
AK,DISTRICT 6,JO JORGENSEN,LIBERTARIAN,266,9460
AK,DISTRICT 6,OTHER,OTHER,69,9460
AK,DISTRICT 6,DONALD J TRUMP,REPUBLICAN,5770,9460
AK,DISTRICT 7,JOSEPH R BIDEN JR,DEMOCRAT,2215,9622
AK,DISTRICT 7,OTHER,GREEN,54,9622
AK,DISTRICT 7,JO JORGENSEN,LIBERTARIAN,272,9622
AK,DISTRICT 7,OTHER,OTHER,54,9622
AK,DISTRICT 7,DONALD J TRUMP,REPUBLICAN,7027,9622
AK,DISTRICT 8,JOSEPH R BIDEN JR,DEMOCRAT,1953,9912
AK,DISTRICT 8,OTHER,GREEN,48,9912
AK,DISTRICT 8,JO JORGENSEN,LIBERTARIAN,241,9912
AK,DISTRICT 8,OTHER,OTHER,52,9912
AK,DISTRICT 8,DONALD J TRUMP,REPUBLICAN,7618,9912
AK,DISTRICT 9,JOSEPH R BIDEN JR,DEMOCRAT,2769,10993
AK,DISTRICT 9,OTHER,GREEN,77,10993
AK,DISTRICT 9,JO JORGENSEN,LIBERTARIAN,301,10993
AK,DISTRICT 9,OTHER,OTHER,59,10993
AK,DISTRICT 9,DONALD J TRUMP,REPUBLICAN,7787,10993
AK,DISTRICT 10,JOSEPH R BIDEN JR,DEMOCRAT,2727,11205
AK,DISTRICT 10,OTHER,GREEN,64,11205
AK,DISTRICT 10,JO JORGENSEN,LIBERTARIAN,286,11205
AK,DISTRICT 10,OTHER,OTHER,47,11205
AK,DISTRICT 10,DONALD J TRUMP,REPUBLICAN,8081,11205
AK,DISTRICT 11,JOSEPH R BIDEN JR,DEMOCRAT,3130,10628
AK,DISTRICT 11,OTHER,GREEN,88,10628
AK,DISTRICT 11,JO JORGENSEN,LIBERTARIAN,269,10628
AK,DISTRICT 11,OTHER,OTHER,45,10628
AK,DISTRICT 11,DONALD J TRUMP,REPUBLICAN,7096,10628
AK,DISTRICT 12,JOSEPH R BIDEN JR,DEMOCRAT,2957,11238
AK,DISTRICT 12,OTHER,GREEN,54,11238
AK,DISTRICT 12,JO JORGENSEN,LIBERTARIAN,288,11238
AK,DISTRICT 12,OTHER,OTHER,46,11238
AK,DISTRICT 12,DONALD J TRUMP,REPUBLICAN,7893,11238
AK,DISTRICT 13,JOSEPH R BIDEN JR,DEMOCRAT,2666,7713
AK,DISTRICT 13,OTHER,GREEN,40,7713
AK,DISTRICT 13,JO JORGENSEN,LIBERTARIAN,308,7713
AK,DISTRICT 13,OTHER,OTHER,47,7713
AK,DISTRICT 13,DONALD J TRUMP,REPUBLICAN,4652,7713
AK,DISTRICT 14,JOSEPH R BIDEN JR,DEMOCRAT,4261,11443
AK,DISTRICT 14,OTHER,GREEN,50,11443
AK,DISTRICT 14,JO JORGENSEN,LIBERTARIAN,356,11443
AK,DISTRICT 14,OTHER,OTHER,62,11443
AK,DISTRICT 14,DONALD J TRUMP,REPUBLICAN,6714,11443
AK,DISTRICT 15,JOSEPH R BIDEN JR,DEMOCRAT,2622,5559
AK,DISTRICT 15,OTHER,GREEN,36,5559
AK,DISTRICT 15,JO JORGENSEN,LIBERTARIAN,197,5559
AK,DISTRICT 15,OTHER,OTHER,33,5559
AK,DISTRICT 15,DONALD J TRUMP,REPUBLICAN,2671,5559
AK,DISTRICT 16,JOSEPH R BIDEN JR,DEMOCRAT,4274,8118
AK,DISTRICT 16,OTHER,GREEN,64,8118
AK,DISTRICT 16,JO JORGENSEN,LIBERTARIAN,210,8118
AK,DISTRICT 16,OTHER,OTHER,54,8118
AK,DISTRICT 16,DONALD J TRUMP,REPUBLICAN,3516,8118
AK,DISTRICT 17,JOSEPH R BIDEN JR,DEMOCRAT,4136,7239
AK,DISTRICT 17,OTHER,GREEN,64,7239
AK,DISTRICT 17,JO JORGENSEN,LIBERTARIAN,184,7239
AK,DISTRICT 17,OTHER,OTHER,45,7239
AK,DISTRICT 17,DONALD J TRUMP,REPUBLICAN,2810,7239
AK,DISTRICT 18,JOSEPH R BIDEN JR,DEMOCRAT,4681,7720
AK,DISTRICT 18,OTHER,GREEN,79,7720
AK,DISTRICT 18,JO JORGENSEN,LIBERTARIAN,157,7720
AK,DISTRICT 18,OTHER,OTHER,43,7720
AK,DISTRICT 18,DONALD J TRUMP,REPUBLICAN,2760,7720
AK,DISTRICT 19,JOSEPH R BIDEN JR,DEMOCRAT,3118,5301
AK,DISTRICT 19,OTHER,GREEN,52,5301
AK,DISTRICT 19,JO JORGENSEN,LIBERTARIAN,110,5301
AK,DISTRICT 19,OTHER,OTHER,46,5301
AK,DISTRICT 19,DONALD J TRUMP,REPUBLICAN,1975,5301
AK,DISTRICT 20,JOSEPH R BIDEN JR,DEMOCRAT,4881,7497
AK,DISTRICT 20,OTHER,GREEN,53,7497
AK,DISTRICT 20,JO JORGENSEN,LIBERTARIAN,153,7497
AK,DISTRICT 20,OTHER,OTHER,27,7497
AK,DISTRICT 20,DONALD J TRUMP,REPUBLICAN,2383,7497
AK,DISTRICT 21,JOSEPH R BIDEN JR,DEMOCRAT,5414,9429
AK,DISTRICT 21,OTHER,GREEN,70,9429
AK,DISTRICT 21,JO JORGENSEN,LIBERTARIAN,203,9429
AK,DISTRICT 21,OTHER,OTHER,52,9429
AK,DISTRICT 21,DONALD J TRUMP,REPUBLICAN,3690,9429
AK,DISTRICT 22,JOSEPH R BIDEN JR,DEMOCRAT,4553,9520
AK,DISTRICT 22,OTHER,GREEN,46,9520
AK,DISTRICT 22,JO JORGENSEN,LIBERTARIAN,200,9520
AK,DISTRICT 22,OTHER,OTHER,37,9520
AK,DISTRICT 22,DONALD J TRUMP,REPUBLICAN,4684,9520
AK,DISTRICT 23,JOSEPH R BIDEN JR,DEMOCRAT,3810,7739
AK,DISTRICT 23,OTHER,GREEN,53,7739
AK,DISTRICT 23,JO JORGENSEN,LIBERTARIAN,170,7739
AK,DISTRICT 23,OTHER,OTHER,51,7739
AK,DISTRICT 23,DONALD J TRUMP,REPUBLICAN,3655,7739
AK,DISTRICT 24,JOSEPH R BIDEN JR,DEMOCRAT,4736,10428
AK,DISTRICT 24,OTHER,GREEN,46,10428
AK,DISTRICT 24,JO JORGENSEN,LIBERTARIAN,222,10428
AK,DISTRICT 24,OTHER,OTHER,46,10428
AK,DISTRICT 24,DONALD J TRUMP,REPUBLICAN,5378,10428
AK,DISTRICT 25,JOSEPH R BIDEN JR,DEMOCRAT,4600,9325
AK,DISTRICT 25,OTHER,GREEN,67,9325
AK,DISTRICT 25,JO JORGENSEN,LIBERTARIAN,201,9325
AK,DISTRICT 25,OTHER,OTHER,50,9325
AK,DISTRICT 25,DONALD J TRUMP,REPUBLICAN,4407,9325
AK,DISTRICT 26,JOSEPH R BIDEN JR,DEMOCRAT,4558,10111
AK,DISTRICT 26,OTHER,GREEN,55,10111
AK,DISTRICT 26,JO JORGENSEN,LIBERTARIAN,207,10111
AK,DISTRICT 26,OTHER,OTHER,48,10111
AK,DISTRICT 26,DONALD J TRUMP,REPUBLICAN,5243,10111
AK,DISTRICT 27,JOSEPH R BIDEN JR,DEMOCRAT,4844,9506
AK,DISTRICT 27,OTHER,GREEN,59,9506
AK,DISTRICT 27,JO JORGENSEN,LIBERTARIAN,228,9506
AK,DISTRICT 27,OTHER,OTHER,51,9506
AK,DISTRICT 27,DONALD J TRUMP,REPUBLICAN,4324,9506
AK,DISTRICT 28,JOSEPH R BIDEN JR,DEMOCRAT,6264,12749
AK,DISTRICT 28,OTHER,GREEN,69,12749
AK,DISTRICT 28,JO JORGENSEN,LIBERTARIAN,219,12749
AK,DISTRICT 28,OTHER,OTHER,35,12749
AK,DISTRICT 28,DONALD J TRUMP,REPUBLICAN,6162,12749
AK,DISTRICT 29,JOSEPH R BIDEN JR,DEMOCRAT,2985,10747
AK,DISTRICT 29,OTHER,GREEN,69,10747
AK,DISTRICT 29,JO JORGENSEN,LIBERTARIAN,190,10747
AK,DISTRICT 29,OTHER,OTHER,39,10747
AK,DISTRICT 29,DONALD J TRUMP,REPUBLICAN,7464,10747
AK,DISTRICT 30,JOSEPH R BIDEN JR,DEMOCRAT,2638,10176
AK,DISTRICT 30,OTHER,GREEN,42,10176
AK,DISTRICT 30,JO JORGENSEN,LIBERTARIAN,270,10176
AK,DISTRICT 30,OTHER,OTHER,46,10176
AK,DISTRICT 30,DONALD J TRUMP,REPUBLICAN,7180,10176
AK,DISTRICT 31,JOSEPH R BIDEN JR,DEMOCRAT,5037,12410
AK,DISTRICT 31,OTHER,GREEN,100,12410
AK,DISTRICT 31,JO JORGENSEN,LIBERTARIAN,250,12410
AK,DISTRICT 31,OTHER,OTHER,52,12410
AK,DISTRICT 31,DONALD J TRUMP,REPUBLICAN,6971,12410
AK,DISTRICT 32,JOSEPH R BIDEN JR,DEMOCRAT,3506,8335
AK,DISTRICT 32,OTHER,GREEN,105,8335
AK,DISTRICT 32,JO JORGENSEN,LIBERTARIAN,238,8335
AK,DISTRICT 32,OTHER,OTHER,46,8335
AK,DISTRICT 32,DONALD J TRUMP,REPUBLICAN,4440,8335
AK,DISTRICT 33,JOSEPH R BIDEN JR,DEMOCRAT,7535,10955
AK,DISTRICT 33,OTHER,GREEN,103,10955
AK,DISTRICT 33,JO JORGENSEN,LIBERTARIAN,197,10955
AK,DISTRICT 33,OTHER,OTHER,61,10955
AK,DISTRICT 33,DONALD J TRUMP,REPUBLICAN,3059,10955
AK,DISTRICT 34,JOSEPH R BIDEN JR,DEMOCRAT,5763,10729
AK,DISTRICT 34,OTHER,GREEN,68,10729
AK,DISTRICT 34,JO JORGENSEN,LIBERTARIAN,279,10729
AK,DISTRICT 34,OTHER,OTHER,76,10729
AK,DISTRICT 34,DONALD J TRUMP,REPUBLICAN,4543,10729
AK,DISTRICT 35,JOSEPH R BIDEN JR,DEMOCRAT,5011,10102
AK,DISTRICT 35,OTHER,GREEN,95,10102
AK,DISTRICT 35,JO JORGENSEN,LIBERTARIAN,170,10102
AK,DISTRICT 35,OTHER,OTHER,57,10102
AK,DISTRICT 35,DONALD J TRUMP,REPUBLICAN,4769,10102
AK,DISTRICT 36,JOSEPH R BIDEN JR,DEMOCRAT,3796,9292
AK,DISTRICT 36,OTHER,GREEN,79,9292
AK,DISTRICT 36,JO JORGENSEN,LIBERTARIAN,245,9292
AK,DISTRICT 36,OTHER,OTHER,58,9292
AK,DISTRICT 36,DONALD J TRUMP,REPUBLICAN,5114,9292
AK,DISTRICT 37,JOSEPH R BIDEN JR,DEMOCRAT,2560,5142
AK,DISTRICT 37,OTHER,GREEN,56,5142
AK,DISTRICT 37,JO JORGENSEN,LIBERTARIAN,86,5142
AK,DISTRICT 37,OTHER,OTHER,82,5142
AK,DISTRICT 37,DONALD J TRUMP,REPUBLICAN,2358,5142
AK,DISTRICT 38,JOSEPH R BIDEN JR,DEMOCRAT,3202,5299
AK,DISTRICT 38,OTHER,GREEN,112,5299
AK,DISTRICT 38,JO JORGENSEN,LIBERTARIAN,105,5299
AK,DISTRICT 38,OTHER,OTHER,143,5299
AK,DISTRICT 38,DONALD J TRUMP,REPUBLICAN,1737,5299
AK,DISTRICT 39,JOSEPH R BIDEN JR,DEMOCRAT,3580,5891
AK,DISTRICT 39,OTHER,GREEN,104,5891
AK,DISTRICT 39,JO JORGENSEN,LIBERTARIAN,123,5891
AK,DISTRICT 39,OTHER,OTHER,145,5891
AK,DISTRICT 39,DONALD J TRUMP,REPUBLICAN,1939,5891
AK,DISTRICT 40,JOSEPH R BIDEN JR,DEMOCRAT,2318,4603
AK,DISTRICT 40,OTHER,GREEN,86,4603
AK,DISTRICT 40,JO JORGENSEN,LIBERTARIAN,94,4603
AK,DISTRICT 40,OTHER,OTHER,111,4603
AK,DISTRICT 40,DONALD J TRUMP,REPUBLICAN,1994,4603
AK,DISTRICT 99,JOSEPH R BIDEN JR,DEMOCRAT,373,433
AK,DISTRICT 99,OTHER,GREEN,0,433
AK,DISTRICT 99,JO JORGENSEN,LIBERTARIAN,1,433
AK,DISTRICT 99,OTHER,OTHER,0,433
AK,DISTRICT 99,DONALD J TRUMP,REPUBLICAN,59,433
AZ,APACHE,JOSEPH R BIDEN JR,DEMOCRAT,16460,35172
AZ,APACHE,JOSEPH R BIDEN JR,DEMOCRAT,6539,35172
AZ,APACHE,JOSEPH R BIDEN JR,DEMOCRAT,294,35172
AZ,APACHE,OTHER,GREEN,0,35172
AZ,APACHE,OTHER,GREEN,0,35172
AZ,APACHE,OTHER,GREEN,0,35172
AZ,APACHE,JO JORGENSEN,LIBERTARIAN,311,35172
AZ,APACHE,JO JORGENSEN,LIBERTARIAN,122,35172
